,Binary_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
174,High,2021-01-30,46.0,80.0,49.0,42.0,57.0,8.0,66.0,28.0,5.0,0.0,4.0,37.0,3.0,14.0,44.0,30.0,4.0,19.0,40.0,8.0,77.0,10.0,20.0,77.0,12.0,26.0,62.0,42.0,75.0,37.0,23.0,53.0,21.0,76.0,57.0,15.0,15.0,40.0,34.0,19.0,77.0,51.0,59.0,44.0,7.0,4.0,26.0,44.0,1.0,11.0,33.0,35.0,77.0,0.0,37.0,19.0,2.0,29.0,16.0,11.0,10.0,29.0,11.0,64.0,26.0,8.0,1.0,7.0,8.0,25.0,37212180.0,1016921.0,99434.0,129361.0
175,High,2020-12-30,35.0,79.0,36.0,26.0,55.0,16.0,64.0,33.0,9.0,0.0,17.0,31.0,4.0,11.0,33.0,40.0,8.0,6.0,37.0,13.0,53.0,13.0,23.0,74.0,11.0,50.0,57.0,31.0,64.0,26.0,19.0,46.0,19.0,58.0,62.0,23.0,8.0,45.0,31.0,19.0,68.0,49.0,55.0,44.0,11.0,1.0,20.0,40.0,1.0,92.0,13.0,37.0,24.0,0.0,39.0,37.0,3.0,36.0,13.0,19.0,15.0,25.0,15.0,59.0,21.0,4.0,8.0,11.0,2.0,24.0,5220174.0,842233.0,116887.14,142838.0
176,High,2021-08-21,18.0,73.0,29.0,44.0,47.0,17.0,60.0,34.0,6.0,26.0,18.0,31.0,22.0,6.0,27.0,12.0,4.0,20.0,36.0,8.0,61.0,3.0,25.0,66.0,5.0,41.0,79.0,18.0,72.0,43.0,31.0,45.0,22.0,68.0,55.0,8.0,11.0,46.0,37.0,14.0,67.0,55.0,57.0,50.0,48.0,2.0,30.0,62.0,1.0,2.0,26.0,27.0,58.0,0.0,29.0,24.0,4.0,45.0,14.0,10.0,56.0,36.0,11.0,55.0,14.0,4.0,0.0,4.0,4.0,51.0,369336591.0,664458.0,86217.57,190712.0
177,High,2021-08-20,37.0,85.0,49.0,23.0,46.0,18.0,55.0,34.0,7.0,0.0,8.0,31.0,32.0,6.0,39.0,11.0,4.0,29.0,33.0,10.0,42.0,5.0,23.0,63.0,9.0,42.0,71.0,33.0,73.0,85.0,32.0,43.0,16.0,63.0,56.0,7.0,10.0,50.0,32.0,14.0,78.0,55.0,58.0,43.0,58.0,3.0,30.0,64.0,1.0,2.0,29.0,30.0,38.0,0.0,54.0,21.0,2.0,41.0,12.0,9.0,39.0,37.0,20.0,54.0,14.0,2.0,1.0,3.0,6.0,23.0,368672133.0,1105135.0,84685.57,204264.0
178,Low,2021-08-19,31.0,86.0,42.0,22.0,50.0,17.0,57.0,35.0,6.0,14.0,16.0,25.0,41.0,8.0,51.0,13.0,5.0,17.0,32.0,14.0,45.0,7.0,24.0,68.0,10.0,41.0,66.0,22.0,64.0,39.0,33.0,39.0,15.0,57.0,59.0,10.0,13.0,52.0,37.0,16.0,77.0,56.0,64.0,45.0,38.0,3.0,26.0,60.0,1.0,2.0,31.0,27.0,52.0,59.0,54.0,17.0,1.0,18.0,12.0,8.0,51.0,29.0,29.0,55.0,11.0,6.0,1.0,3.0,5.0,28.0,367566998.0,943137.0,83051.71,194967.0
179,High,2021-08-18,42.0,85.0,45.0,31.0,50.0,15.0,58.0,35.0,7.0,14.0,12.0,46.0,40.0,8.0,43.0,11.0,5.0,29.0,30.0,14.0,45.0,6.0,21.0,75.0,11.0,42.0,60.0,20.0,66.0,37.0,35.0,38.0,16.0,63.0,61.0,11.0,13.0,49.0,38.0,12.0,56.0,55.0,69.0,47.0,38.0,3.0,26.0,57.0,1.0,2.0,43.0,28.0,62.0,0.0,59.0,16.0,2.0,31.0,12.0,8.0,45.0,33.0,15.0,50.0,14.0,3.0,1.0,3.0,5.0,52.0,366623861.0,950938.0,81295.29,185163.0
180,High,2021-08-17,36.0,83.0,32.0,29.0,53.0,14.0,55.0,33.0,6.0,9.0,4.0,37.0,39.0,8.0,41.0,12.0,5.0,41.0,31.0,13.0,45.0,5.0,22.0,62.0,11.0,42.0,98.0,16.0,65.0,67.0,40.0,39.0,17.0,57.0,66.0,10.0,13.0,49.0,43.0,10.0,59.0,61.0,73.0,48.0,39.0,3.0,25.0,59.0,1.0,2.0,37.0,25.0,29.0,20.0,57.0,18.0,5.0,22.0,13.0,9.0,43.0,31.0,15.0,53.0,22.0,5.0,2.0,4.0,7.0,30.0,365672923.0,921985.0,79349.43,178096.0
181,High,2021-08-16,34.0,86.0,13.0,23.0,57.0,17.0,51.0,35.0,6.0,10.0,13.0,35.0,30.0,12.0,36.0,13.0,4.0,30.0,30.0,12.0,68.0,7.0,23.0,72.0,10.0,41.0,76.0,19.0,58.0,43.0,61.0,39.0,14.0,56.0,60.0,12.0,16.0,51.0,42.0,12.0,76.0,57.0,67.0,45.0,39.0,3.0,27.0,60.0,1.0,3.0,39.0,23.0,54.0,20.0,54.0,18.0,10.0,9.0,12.0,6.0,49.0,18.0,5.0,42.0,12.0,1.0,1.0,4.0,10.0,34.0,364750938.0,868667.0,77344.86,178550.0
182,High,2021-08-15,32.0,79.0,29.0,30.0,49.0,17.0,81.0,35.0,6.0,5.0,9.0,32.0,26.0,13.0,40.0,12.0,4.0,13.0,36.0,9.0,62.0,5.0,21.0,72.0,6.0,42.0,89.0,10.0,58.0,49.0,55.0,41.0,17.0,56.0,59.0,12.0,11.0,52.0,44.0,14.0,63.0,61.0,67.0,44.0,35.0,3.0,30.0,62.0,1.0,2.0,21.0,23.0,38.0,0.0,31.0,24.0,2.0,36.0,14.0,10.0,28.0,28.0,22.0,50.0,18.0,5.0,0.0,3.0,3.0,28.0,363882271.0,398738.0,75306.43,184303.0
183,High,2021-08-14,30.0,76.0,33.0,34.0,49.0,14.0,53.0,35.0,6.0,11.0,23.0,25.0,31.0,10.0,42.0,12.0,4.0,7.0,37.0,8.0,62.0,3.0,23.0,69.0,6.0,39.0,70.0,16.0,73.0,42.0,30.0,45.0,20.0,59.0,52.0,11.0,9.0,51.0,39.0,14.0,70.0,56.0,54.0,43.0,33.0,2.0,33.0,70.0,1.0,2.0,30.0,28.0,43.0,45.0,32.0,19.0,1.0,36.0,14.0,11.0,36.0,31.0,11.0,47.0,12.0,6.0,0.0,3.0,3.0,54.0,363483533.0,624300.0,73141.43,193733.0
184,Low,2021-08-13,32.0,80.0,51.0,35.0,57.0,15.0,49.0,32.0,6.0,5.0,9.0,36.0,43.0,10.0,37.0,11.0,4.0,37.0,32.0,12.0,49.0,6.0,23.0,67.0,9.0,40.0,67.0,25.0,73.0,87.0,26.0,44.0,20.0,60.0,57.0,10.0,11.0,52.0,35.0,15.0,86.0,65.0,61.0,43.0,36.0,2.0,34.0,71.0,1.0,3.0,30.0,27.0,30.0,0.0,46.0,12.0,2.0,23.0,13.0,10.0,33.0,32.0,26.0,55.0,12.0,0.0,2.0,3.0,3.0,23.0,362859233.0,946875.0,70863.86,206789.0
185,Low,2021-08-12,26.0,86.0,23.0,30.0,54.0,13.0,56.0,33.0,6.0,0.0,8.0,70.0,34.0,10.0,55.0,12.0,4.0,30.0,33.0,12.0,66.0,5.0,24.0,68.0,10.0,39.0,92.0,18.0,65.0,33.0,25.0,41.0,14.0,54.0,60.0,8.0,13.0,52.0,40.0,14.0,69.0,61.0,68.0,48.0,36.0,3.0,32.0,64.0,1.0,3.0,30.0,27.0,68.0,0.0,53.0,24.0,2.0,32.0,12.0,10.0,42.0,31.0,10.0,47.0,20.0,5.0,1.0,3.0,3.0,24.0,361912358.0,801724.0,68536.43,209209.0
186,Low,2021-08-11,32.0,83.0,35.0,33.0,54.0,14.0,58.0,33.0,6.0,9.0,4.0,25.0,44.0,10.0,42.0,13.0,4.0,29.0,32.0,15.0,63.0,5.0,25.0,63.0,9.0,41.0,73.0,20.0,57.0,36.0,27.0,43.0,16.0,54.0,60.0,15.0,18.0,51.0,45.0,13.0,91.0,61.0,69.0,49.0,37.0,3.0,32.0,59.0,1.0,3.0,35.0,29.0,47.0,0.0,59.0,26.0,6.0,13.0,13.0,9.0,36.0,33.0,34.0,47.0,15.0,7.0,2.0,3.0,2.0,42.0,361110634.0,767872.0,66096.43,205304.0
187,High,2021-08-10,34.0,84.0,27.0,32.0,52.0,18.0,54.0,33.0,6.0,5.0,4.0,48.0,38.0,8.0,37.0,14.0,5.0,36.0,40.0,15.0,63.0,5.0,22.0,81.0,9.0,39.0,86.0,15.0,62.0,63.0,26.0,42.0,16.0,55.0,64.0,13.0,16.0,51.0,42.0,14.0,67.0,68.0,72.0,45.0,33.0,3.0,30.0,59.0,1.0,3.0,39.0,28.0,15.0,0.0,57.0,23.0,6.0,51.0,13.0,11.0,55.0,29.0,20.0,40.0,16.0,9.0,0.0,3.0,2.0,28.0,360342762.0,798102.0,63583.0,193777.0
188,High,2021-08-09,29.0,84.0,55.0,33.0,49.0,18.0,54.0,32.0,6.0,9.0,12.0,31.0,41.0,9.0,33.0,13.0,4.0,29.0,34.0,15.0,62.0,6.0,26.0,70.0,9.0,42.0,77.0,18.0,59.0,35.0,26.0,43.0,17.0,55.0,60.0,12.0,16.0,49.0,46.0,13.0,69.0,65.0,68.0,46.0,37.0,3.0,32.0,61.0,1.0,3.0,29.0,23.0,43.0,0.0,57.0,17.0,0.0,31.0,13.0,13.0,33.0,36.0,20.0,54.0,10.0,3.0,1.0,3.0,2.0,31.0,359544660.0,781283.0,61044.14,185334.0
189,High,2021-08-08,40.0,73.0,58.0,38.0,47.0,17.0,86.0,35.0,6.0,5.0,9.0,28.0,22.0,6.0,51.0,13.0,4.0,20.0,35.0,8.0,53.0,5.0,24.0,64.0,5.0,41.0,74.0,15.0,62.0,50.0,27.0,43.0,16.0,54.0,59.0,13.0,15.0,51.0,62.0,10.0,75.0,60.0,61.0,41.0,26.0,2.0,32.0,67.0,1.0,2.0,38.0,22.0,54.0,0.0,31.0,26.0,0.0,41.0,14.0,14.0,17.0,25.0,17.0,49.0,17.0,6.0,1.0,3.0,2.0,30.0,358763377.0,349997.0,58500.71,171464.0
190,Low,2021-08-07,38.0,73.0,33.0,31.0,44.0,17.0,52.0,33.0,6.0,5.0,9.0,28.0,23.0,7.0,35.0,14.0,3.0,13.0,37.0,7.0,60.0,4.0,23.0,64.0,5.0,37.0,74.0,17.0,69.0,43.0,31.0,48.0,20.0,63.0,49.0,10.0,7.0,49.0,76.0,12.0,69.0,57.0,56.0,43.0,19.0,2.0,32.0,71.0,1.0,2.0,28.0,25.0,22.0,0.0,32.0,18.0,6.0,41.0,14.0,15.0,22.0,28.0,5.0,50.0,11.0,2.0,1.0,3.0,3.0,50.0,358413380.0,557343.0,56003.86,176000.0
191,Low,2021-08-06,32.0,77.0,20.0,36.0,51.0,13.0,59.0,30.0,6.0,0.0,4.0,58.0,35.0,9.0,62.0,11.0,4.0,25.0,30.0,13.0,63.0,6.0,22.0,70.0,8.0,38.0,70.0,30.0,72.0,69.0,26.0,45.0,20.0,59.0,57.0,10.0,8.0,52.0,72.0,13.0,72.0,56.0,55.0,42.0,20.0,2.0,38.0,72.0,1.0,2.0,37.0,26.0,20.0,0.0,45.0,19.0,3.0,42.0,13.0,16.0,18.0,29.0,15.0,56.0,16.0,3.0,2.0,3.0,3.0,24.0,357856037.0,906884.0,53618.0,202733.0
192,Low,2021-08-05,36.0,89.0,43.0,27.0,48.0,14.0,58.0,34.0,6.0,14.0,17.0,47.0,35.0,6.0,38.0,13.0,4.0,30.0,34.0,14.0,43.0,5.0,24.0,77.0,9.0,38.0,84.0,16.0,67.0,34.0,29.0,43.0,16.0,57.0,59.0,11.0,12.0,53.0,74.0,12.0,45.0,58.0,71.0,44.0,21.0,3.0,29.0,70.0,1.0,3.0,46.0,28.0,34.0,20.0,56.0,25.0,1.0,32.0,13.0,11.0,12.0,38.0,20.0,55.0,11.0,5.0,0.0,3.0,3.0,30.0,356949153.0,791882.0,51143.43,203066.0
193,Low,2021-08-04,38.0,88.0,36.0,24.0,52.0,16.0,57.0,33.0,6.0,9.0,8.0,57.0,43.0,8.0,41.0,12.0,4.0,36.0,32.0,16.0,48.0,6.0,22.0,77.0,10.0,39.0,69.0,24.0,62.0,37.0,28.0,46.0,16.0,57.0,59.0,14.0,12.0,51.0,71.0,13.0,67.0,62.0,73.0,47.0,21.0,3.0,27.0,63.0,1.0,3.0,45.0,27.0,29.0,20.0,63.0,15.0,3.0,9.0,13.0,13.0,14.0,32.0,15.0,59.0,17.0,5.0,1.0,2.0,2.0,46.0,356157271.0,777016.0,48686.86,203342.0
194,Low,2021-08-03,41.0,85.0,35.0,27.0,52.0,16.0,55.0,31.0,5.0,5.0,4.0,40.0,53.0,10.0,52.0,13.0,4.0,35.0,30.0,15.0,51.0,7.0,22.0,75.0,10.0,41.0,77.0,10.0,67.0,76.0,26.0,45.0,17.0,60.0,67.0,11.0,10.0,51.0,84.0,10.0,74.0,64.0,76.0,44.0,20.0,2.0,26.0,62.0,1.0,3.0,32.0,26.0,19.0,20.0,57.0,18.0,7.0,40.0,13.0,14.0,17.0,28.0,20.0,51.0,10.0,9.0,1.0,2.0,2.0,28.0,355380255.0,761450.0,46354.71,197662.0
195,Low,2021-11-28,44.0,73.0,65.0,29.0,54.0,22.0,100.0,32.0,14.0,21.0,18.0,38.0,5.0,7.0,46.0,24.0,3.0,20.0,42.0,7.0,68.0,2.0,20.0,61.0,5.0,27.0,68.0,9.0,73.0,31.0,24.0,45.0,15.0,75.0,78.0,23.0,23.0,43.0,44.0,18.0,66.0,48.0,73.0,42.0,11.0,1.0,20.0,39.0,1.0,1.0,16.0,10.0,11.0,0.0,43.0,11.0,0.0,50.0,14.0,8.0,13.0,13.0,5.0,54.0,13.0,2.0,0.0,2.0,2.0,27.0,466831349.0,581027.0,47046.0,173486.0
196,Low,2021-10-29,42.0,75.0,48.0,26.0,59.0,16.0,53.0,28.0,8.0,0.0,0.0,66.0,7.0,13.0,61.0,11.0,2.0,19.0,36.0,12.0,68.0,3.0,24.0,67.0,9.0,14.0,50.0,20.0,74.0,70.0,20.0,42.0,18.0,69.0,63.0,9.0,13.0,53.0,28.0,32.0,65.0,48.0,56.0,40.0,11.0,1.0,24.0,42.0,1.0,1.0,16.0,13.0,15.0,63.0,60.0,7.0,3.0,10.0,12.0,11.0,19.0,20.0,10.0,58.0,15.0,6.0,0.0,2.0,4.0,22.0,427731282.0,1766349.0,44536.14,187891.0
197,Low,2021-09-28,44.0,87.0,27.0,30.0,70.0,16.0,51.0,32.0,7.0,5.0,8.0,42.0,15.0,6.0,60.0,16.0,3.0,43.0,30.0,17.0,41.0,6.0,24.0,74.0,11.0,26.0,79.0,21.0,56.0,100.0,24.0,38.0,19.0,72.0,69.0,18.0,26.0,46.0,41.0,16.0,67.0,55.0,75.0,50.0,19.0,1.0,20.0,44.0,2.0,2.0,18.0,18.0,35.0,20.0,76.0,14.0,0.0,32.0,12.0,9.0,24.0,26.0,15.0,50.0,18.0,11.0,0.0,2.0,3.0,30.0,397872346.0,1121550.0,74930.71,191995.0
198,Low,2021-08-29,29.0,72.0,21.0,36.0,50.0,17.0,83.0,37.0,7.0,0.0,9.0,27.0,15.0,5.0,37.0,17.0,4.0,32.0,35.0,8.0,40.0,5.0,21.0,66.0,6.0,43.0,74.0,23.0,61.0,52.0,28.0,39.0,14.0,62.0,63.0,12.0,20.0,47.0,34.0,13.0,60.0,56.0,67.0,48.0,66.0,2.0,25.0,61.0,1.0,2.0,25.0,21.0,79.0,0.0,34.0,15.0,0.0,40.0,13.0,12.0,48.0,22.0,16.0,52.0,15.0,2.0,0.0,3.0,5.0,24.0,375850776.0,429380.0,94357.43,169344.0
199,Low,2021-07-29,40.0,83.0,45.0,34.0,52.0,15.0,57.0,32.0,5.0,14.0,16.0,68.0,52.0,10.0,37.0,12.0,3.0,58.0,31.0,14.0,46.0,5.0,23.0,66.0,9.0,31.0,68.0,14.0,61.0,33.0,27.0,47.0,18.0,58.0,60.0,13.0,11.0,51.0,68.0,11.0,61.0,62.0,65.0,41.0,17.0,2.0,24.0,65.0,1.0,3.0,32.0,25.0,38.0,0.0,59.0,15.0,0.0,22.0,14.0,16.0,11.0,21.0,0.0,55.0,19.0,4.0,1.0,2.0,3.0,43.0,352225459.0,719645.0,35550.14,211471.0
200,Low,2021-06-28,37.0,87.0,23.0,28.0,58.0,10.0,57.0,25.0,4.0,0.0,0.0,25.0,6.0,9.0,48.0,15.0,2.0,36.0,31.0,14.0,75.0,9.0,26.0,67.0,10.0,11.0,81.0,13.0,50.0,31.0,28.0,44.0,17.0,58.0,60.0,11.0,10.0,54.0,67.0,14.0,82.0,83.0,70.0,39.0,8.0,1.0,26.0,77.0,1.0,3.0,16.0,13.0,29.0,41.0,54.0,6.0,2.0,27.0,14.0,9.0,8.0,18.0,5.0,54.0,10.0,5.0,1.0,3.0,2.0,21.0,335891728.0,552580.0,12145.29,187672.0
201,Low,2021-05-29,26.0,70.0,39.0,29.0,46.0,10.0,63.0,23.0,4.0,0.0,5.0,21.0,15.0,6.0,37.0,15.0,2.0,7.0,32.0,6.0,78.0,5.0,22.0,65.0,6.0,9.0,72.0,24.0,66.0,34.0,37.0,48.0,22.0,69.0,54.0,9.0,12.0,51.0,40.0,15.0,68.0,59.0,52.0,36.0,4.0,1.0,26.0,78.0,1.0,3.0,18.0,22.0,11.0,22.0,34.0,3.0,2.0,40.0,14.0,9.0,3.0,15.0,11.0,57.0,7.0,4.0,3.0,2.0,2.0,45.0,311318549.0,763378.0,21013.43,172975.0
202,Low,2021-04-28,38.0,89.0,28.0,24.0,68.0,11.0,62.0,30.0,5.0,4.0,16.0,73.0,13.0,10.0,40.0,16.0,3.0,17.0,26.0,15.0,43.0,10.0,28.0,73.0,15.0,18.0,63.0,17.0,64.0,67.0,25.0,41.0,20.0,72.0,63.0,26.0,35.0,47.0,35.0,17.0,63.0,61.0,73.0,47.0,5.0,1.0,20.0,49.0,1.0,6.0,29.0,53.0,23.0,19.0,65.0,8.0,4.0,9.0,13.0,8.0,3.0,47.0,24.0,46.0,13.0,7.0,5.0,2.0,5.0,22.0,255667794.0,3066883.0,37223.29,176920.0
203,Low,2021-03-29,33.0,87.0,51.0,28.0,64.0,11.0,62.0,25.0,5.0,4.0,0.0,34.0,11.0,11.0,55.0,20.0,4.0,11.0,29.0,14.0,44.0,13.0,25.0,74.0,13.0,22.0,63.0,27.0,62.0,28.0,24.0,43.0,18.0,64.0,58.0,25.0,34.0,48.0,34.0,15.0,74.0,57.0,74.0,45.0,5.0,1.0,20.0,49.0,2.0,17.0,84.0,55.0,23.0,0.0,59.0,13.0,3.0,43.0,11.0,9.0,9.0,53.0,0.0,57.0,10.0,5.0,5.0,3.0,3.0,22.0,163683667.0,2834983.0,33867.0,166983.0
204,Low,2021-02-26,30.0,84.0,19.0,32.0,71.0,9.0,65.0,23.0,5.0,5.0,4.0,40.0,5.0,13.0,44.0,20.0,4.0,23.0,35.0,14.0,41.0,10.0,24.0,79.0,18.0,18.0,49.0,27.0,72.0,26.0,24.0,49.0,21.0,72.0,55.0,12.0,25.0,46.0,33.0,15.0,59.0,51.0,64.0,45.0,4.0,1.0,24.0,49.0,1.0,17.0,46.0,40.0,5.0,20.0,58.0,8.0,1.0,22.0,14.0,9.0,3.0,55.0,14.0,55.0,23.0,4.0,2.0,5.0,8.0,23.0,84645650.0,3110214.0,50157.14,165237.0
205,Low,2021-01-29,35.0,83.0,50.0,30.0,68.0,11.0,63.0,25.0,5.0,5.0,4.0,27.0,2.0,28.0,61.0,22.0,5.0,28.0,36.0,15.0,54.0,12.0,21.0,74.0,18.0,27.0,47.0,26.0,71.0,28.0,23.0,46.0,23.0,72.0,56.0,15.0,20.0,44.0,37.0,19.0,70.0,47.0,63.0,47.0,9.0,3.0,24.0,47.0,1.0,11.0,49.0,37.0,41.0,19.0,55.0,18.0,5.0,9.0,13.0,15.0,9.0,75.0,5.0,66.0,13.0,5.0,2.0,7.0,9.0,26.0,36195259.0,1911845.0,101628.0,146372.0
206,Low,2020-12-29,32.0,78.0,36.0,26.0,52.0,13.0,71.0,33.0,11.0,24.0,29.0,47.0,3.0,11.0,38.0,39.0,8.0,6.0,35.0,14.0,53.0,16.0,25.0,75.0,11.0,51.0,69.0,46.0,57.0,20.0,20.0,46.0,19.0,62.0,63.0,27.0,10.0,43.0,30.0,19.0,76.0,48.0,60.0,41.0,13.0,1.0,22.0,41.0,1.0,71.0,13.0,36.0,63.0,20.0,42.0,34.0,2.0,45.0,12.0,18.0,10.0,23.0,15.0,56.0,16.0,9.0,3.0,12.0,3.0,24.0,4377941.0,721091.0,116085.0,143506.0
207,Low,2021-07-21,36.0,81.0,19.0,30.0,54.0,14.0,59.0,29.0,5.0,5.0,0.0,46.0,15.0,9.0,65.0,13.0,3.0,12.0,32.0,16.0,48.0,4.0,25.0,77.0,10.0,25.0,64.0,16.0,58.0,40.0,29.0,43.0,16.0,56.0,60.0,13.0,11.0,49.0,45.0,9.0,65.0,61.0,70.0,41.0,10.0,1.0,24.0,68.0,1.0,3.0,17.0,16.0,24.0,20.0,60.0,9.0,15.0,22.0,13.0,64.0,7.0,15.0,5.0,50.0,15.0,2.0,1.0,3.0,2.0,48.0,347323204.0,630849.0,22865.43,204830.0
208,Low,2021-07-20,34.0,82.0,49.0,28.0,55.0,14.0,61.0,28.0,5.0,0.0,0.0,28.0,17.0,9.0,45.0,15.0,3.0,18.0,34.0,14.0,48.0,7.0,21.0,73.0,10.0,23.0,90.0,12.0,62.0,66.0,28.0,43.0,17.0,57.0,64.0,16.0,8.0,51.0,44.0,10.0,49.0,61.0,73.0,37.0,9.0,1.0,25.0,66.0,1.0,3.0,27.0,20.0,0.0,0.0,55.0,6.0,2.0,18.0,13.0,100.0,6.0,21.0,10.0,54.0,14.0,2.0,1.0,3.0,2.0,26.0,346692355.0,603726.0,21738.71,201534.0
209,Low,2021-07-19,34.0,82.0,35.0,27.0,55.0,12.0,54.0,29.0,4.0,0.0,4.0,31.0,17.0,9.0,33.0,13.0,3.0,29.0,33.0,13.0,46.0,8.0,25.0,73.0,10.0,22.0,67.0,24.0,55.0,44.0,29.0,41.0,15.0,56.0,57.0,13.0,12.0,52.0,49.0,12.0,69.0,61.0,67.0,39.0,10.0,2.0,22.0,67.0,1.0,3.0,25.0,16.0,5.0,0.0,57.0,8.0,17.0,27.0,13.0,21.0,11.0,13.0,0.0,47.0,15.0,4.0,1.0,2.0,2.0,31.0,346088629.0,567846.0,20656.71,197066.0
210,Low,2021-07-18,30.0,74.0,40.0,32.0,53.0,11.0,49.0,28.0,4.0,0.0,0.0,31.0,10.0,6.0,30.0,16.0,2.0,7.0,39.0,7.0,63.0,7.0,25.0,79.0,6.0,21.0,78.0,15.0,63.0,48.0,29.0,44.0,18.0,58.0,55.0,11.0,11.0,52.0,48.0,9.0,66.0,63.0,70.0,40.0,11.0,1.0,28.0,73.0,1.0,3.0,13.0,14.0,27.0,22.0,34.0,8.0,13.0,25.0,14.0,17.0,13.0,16.0,17.0,55.0,16.0,3.0,2.0,3.0,1.0,28.0,345520783.0,233772.0,19674.57,192934.0
211,Low,2021-07-17,41.0,72.0,33.0,33.0,44.0,13.0,57.0,28.0,3.0,0.0,0.0,35.0,16.0,7.0,32.0,12.0,2.0,0.0,39.0,7.0,47.0,3.0,22.0,77.0,5.0,18.0,70.0,23.0,65.0,48.0,31.0,47.0,20.0,60.0,48.0,8.0,16.0,49.0,46.0,11.0,67.0,61.0,58.0,36.0,8.0,1.0,28.0,80.0,1.0,3.0,15.0,17.0,27.0,0.0,31.0,4.0,13.0,40.0,14.0,14.0,6.0,12.0,17.0,58.0,16.0,4.0,0.0,3.0,2.0,42.0,345287011.0,400002.0,18803.71,192326.0
212,Low,2021-07-16,40.0,74.0,13.0,28.0,51.0,12.0,59.0,28.0,5.0,0.0,4.0,53.0,16.0,9.0,31.0,12.0,2.0,30.0,32.0,12.0,58.0,4.0,25.0,75.0,8.0,16.0,67.0,20.0,60.0,70.0,30.0,45.0,20.0,59.0,52.0,8.0,9.0,51.0,41.0,10.0,82.0,66.0,66.0,38.0,8.0,1.0,28.0,79.0,1.0,5.0,21.0,17.0,29.0,0.0,45.0,9.0,10.0,23.0,13.0,13.0,6.0,15.0,5.0,60.0,15.0,9.0,3.0,3.0,2.0,22.0,344887009.0,624760.0,17977.57,210714.0
213,Low,2021-07-15,29.0,81.0,10.0,26.0,53.0,12.0,53.0,28.0,5.0,9.0,4.0,50.0,5.0,7.0,43.0,13.0,2.0,29.0,32.0,12.0,56.0,7.0,23.0,79.0,10.0,16.0,75.0,19.0,58.0,27.0,29.0,42.0,19.0,56.0,59.0,14.0,15.0,52.0,39.0,10.0,64.0,61.0,68.0,37.0,8.0,1.0,25.0,72.0,1.0,6.0,17.0,19.0,10.0,20.0,53.0,4.0,7.0,27.0,13.0,11.0,3.0,20.0,5.0,59.0,10.0,1.0,1.0,3.0,2.0,24.0,344262249.0,540535.0,17205.71,213060.0
214,Low,2021-07-14,42.0,80.0,38.0,28.0,54.0,14.0,60.0,29.0,5.0,9.0,4.0,58.0,3.0,10.0,51.0,14.0,2.0,12.0,33.0,14.0,41.0,7.0,22.0,86.0,10.0,16.0,61.0,23.0,56.0,37.0,31.0,43.0,16.0,55.0,55.0,11.0,17.0,52.0,45.0,10.0,65.0,61.0,72.0,37.0,8.0,1.0,26.0,68.0,1.0,5.0,25.0,19.0,9.0,0.0,55.0,5.0,10.0,27.0,14.0,10.0,8.0,19.0,0.0,58.0,20.0,4.0,2.0,3.0,2.0,36.0,343721714.0,530450.0,16523.71,200326.0
215,Low,2021-07-13,32.0,88.0,23.0,31.0,57.0,14.0,60.0,27.0,4.0,0.0,0.0,47.0,3.0,8.0,60.0,14.0,2.0,24.0,36.0,15.0,57.0,6.0,26.0,82.0,10.0,15.0,95.0,15.0,64.0,63.0,31.0,43.0,18.0,58.0,60.0,13.0,15.0,52.0,46.0,11.0,63.0,62.0,76.0,37.0,8.0,1.0,24.0,67.0,1.0,4.0,17.0,22.0,14.0,0.0,59.0,4.0,4.0,14.0,15.0,12.0,9.0,12.0,5.0,52.0,15.0,7.0,0.0,3.0,2.0,24.0,343191264.0,526400.0,15897.71,189203.0
216,Low,2021-07-12,40.0,87.0,29.0,30.0,55.0,17.0,60.0,27.0,5.0,0.0,4.0,37.0,4.0,10.0,62.0,14.0,2.0,0.0,42.0,13.0,53.0,7.0,22.0,91.0,10.0,14.0,84.0,25.0,52.0,44.0,31.0,46.0,17.0,60.0,58.0,10.0,14.0,51.0,50.0,10.0,78.0,62.0,72.0,39.0,8.0,1.0,25.0,69.0,1.0,3.0,19.0,17.0,14.0,0.0,60.0,7.0,6.0,36.0,14.0,18.0,3.0,15.0,10.0,59.0,24.0,2.0,1.0,3.0,2.0,29.0,342664864.0,519511.0,15320.29,183675.0
